SSC_CODE_2016,M_0_4_yrs_Need_for_assistance,M_0_4_No_need_for_assistance,M_0_4_Need_for_assistance_ns,M_0_4_yrs_Tot,M_5_14_Need_for_assistance,M_5_14_No_need_for_assistance,M_5_14_Need_for_assistance_ns,M_5_14_yrs_Tot,M_15_19_Need_for_assistance,M_15_19_No_need_for_assistnce,M_15_19_Need_for_assistnce_ns,M_15_19_yrs_Tot,M_20_24_Need_for_assistance,M_20_24_No_need_for_assistnce,M_20_24_Need_for_assistnce_ns,M_20_24_yrs_Tot,M_25_34_Need_for_assistance,M_25_34_No_need_for_assistnce,M_25_34_Need_for_assistnce_ns,M_25_34_yrs_Tot,M_35_44_Need_for_assistance,M_35_44_No_need_for_assistnce,M_35_44_Need_for_assistnce_ns,M_35_44_yrs_Tot,M_45_54_Need_for_assistance,M_45_54_No_need_for_assistnce,M_45_54_Need_for_assistnce_ns,M_45_54_yrs_Tot,M_55_64_Need_for_assistance,M_55_64_No_need_for_assistnce,M_55_64_Need_for_assistnce_ns,M_55_64_yrs_Tot,M_65_74_Need_for_assistance,M_65_74_No_need_for_assistnce,M_65_74_Need_for_assistnce_ns,M_65_74_yrs_Tot,M_75_84_Need_for_assistance,M_75_84_No_need_for_assistnce,M_75_84_Need_for_assistnce_ns,M_75_84_yrs_Tot,M_85_over_Need_for_assistance,M_85_ov_No_need_for_assistnce,M_85_ov_Need_for_assistnce_ns,M_85_yrs_over_Tot,M_Tot_Need_for_assistance,M_Tot_No_need_for_assistance,M_Tot_Need_for_assistance_ns,M_Tot_Tot,F_0_4_yrs_Need_for_assistance,F_0_4_No_need_for_assistance,F_0_4_Need_for_assistance_ns,F_0_4_yrs_Tot,F_5_14_Need_for_assistance,F_5_14_No_need_for_assistance,F_5_14_Need_for_assistance_ns,F_5_14_yrs_Tot,F_15_19_Need_for_assistance,F_15_19_No_need_for_assistnce,F_15_19_Need_for_assistnce_ns,F_15_19_yrs_Tot,F_20_24_Need_for_assistance,F_20_24_No_need_for_assistnce,F_20_24_Need_for_assistnce_ns,F_20_24_yrs_Tot,F_25_34_Need_for_assistance,F_25_34_No_need_for_assistnce,F_25_34_Need_for_assistnce_ns,F_25_34_yrs_Tot,F_35_44_Need_for_assistance,F_35_44_No_need_for_assistnce,F_35_44_Need_for_assistnce_ns,F_35_44_yrs_Tot,F_45_54_Need_for_assistance,F_45_54_No_need_for_assistnce,F_45_54_Need_for_assistnce_ns,F_45_54_yrs_Tot,F_55_64_Need_for_assistance,F_55_64_No_need_for_assistnce,F_55_64_Need_for_assistnce_ns,F_55_64_yrs_Tot,F_65_74_Need_for_assistance,F_65_74_No_need_for_assistnce,F_65_74_Need_for_assistnce_ns,F_65_74_yrs_Tot,F_75_84_Need_for_assistance,F_75_84_No_need_for_assistnce,F_75_84_Need_for_assistnce_ns,F_75_84_yrs_Tot,F_85_over_Need_for_assistance,F_85_ov_No_need_for_assistnce,F_85_ov_Need_for_assistnce_ns,F_85_yrs_over_Tot,F_Tot_Need_for_assistance,F_Tot_No_need_for_assistance,F_Tot_Need_for_assistance_ns,F_Tot_Tot,P_0_4_yrs_Need_for_assistance,P_0_4_No_need_for_assistance,P_0_4_Need_for_assistance_ns,P_0_4_yrs_Tot,P_5_14_Need_for_assistance,P_5_14_No_need_for_assistance,P_5_14_Need_for_assistance_ns,P_5_14_yrs_Tot,P_15_19_Need_for_assistance,P_15_19_No_need_for_assistnce,P_15_19_Need_for_assistnce_ns,P_15_19_yrs_Tot,P_20_24_Need_for_assistance,P_20_24_No_need_for_assistnce,P_20_24_Need_for_assistnce_ns,P_20_24_yrs_Tot,P_25_34_Need_for_assistance,P_25_34_No_need_for_assistnce,P_25_34_Need_for_assistnce_ns,P_25_34_yrs_Tot,P_35_44_Need_for_assistance,P_35_44_No_need_for_assistnce,P_35_44_Need_for_assistnce_ns,P_35_44_yrs_Tot,P_45_54_Need_for_assistance,P_45_54_No_need_for_assistnce,P_45_54_Need_for_assistnce_ns,P_45_54_yrs_Tot,P_55_64_Need_for_assistance,P_55_64_No_need_for_assistnce,P_55_64_Need_for_assistnce_ns,P_55_64_yrs_Tot,P_65_74_Need_for_assistance,P_65_74_No_need_for_assistnce,P_65_74_Need_for_assistnce_ns,P_65_74_yrs_Tot,P_75_84_Need_for_assistance,P_75_84_No_need_for_assistnce,P_75_84_Need_for_assistnce_ns,P_75_84_yrs_Tot,P_85_over_Need_for_assistance,P_85_ov_No_need_for_assistnce,P_85_ov_Need_for_assistnce_ns,P_85_yrs_over_Tot,P_Tot_Need_for_assistance,P_Tot_No_need_for_assistance,P_Tot_Need_for_assistance_ns,P_Tot_Tot
SSC70227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,8,0,8,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22
SSC70228,0,7,0,7,0,7,4,10,0,0,0,0,0,3,0,3,0,7,0,7,0,7,0,8,0,6,4,12,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,41,10,58,0,0,0,0,0,4,0,4,0,3,0,3,0,3,3,3,0,3,0,9,0,3,0,3,0,7,0,7,0,7,0,10,0,5,0,5,0,0,0,0,0,0,0,0,0,35,6,43,0,9,0,9,0,8,4,14,0,3,0,3,0,6,3,9,0,16,0,17,0,10,0,12,0,12,3,22,0,9,3,14,0,8,0,8,0,0,0,0,0,0,0,0,0,80,19,99
SSC70229,0,46,0,46,0,96,0,96,0,29,0,35,0,42,0,44,0,74,3,72,0,45,3,48,3,39,3,46,3,26,3,32,4,10,0,10,0,0,0,0,0,0,0,0,11,399,11,424,0,33,0,33,0,77,3,79,0,34,0,30,0,43,3,50,3,79,0,87,0,60,0,69,0,48,10,60,3,22,3,29,0,5,0,9,3,0,0,5,0,3,0,3,15,411,19,448,0,76,0,76,0,169,3,175,0,61,0,61,0,85,0,90,3,152,3,156,3,111,5,120,0,90,15,109,6,48,6,57,6,16,0,23,7,0,0,4,0,3,0,3,29,811,34,872
SSC70230,0,0,0,0,0,3,0,3,0,4,0,4,0,3,0,3,0,6,0,6,0,3,0,3,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,19,0,22,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,8,0,8,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,18,0,24,0,3,0,3,0,3,0,3,0,8,0,8,0,3,0,3,0,9,0,9,0,5,0,5,0,3,0,0,0,5,0,3,0,3,0,6,0,0,0,0,0,0,0,0,3,42,0,44
SSC70231,0,89,12,103,0,148,22,169,6,65,13,80,4,68,18,89,8,256,48,307,5,223,42,270,8,201,41,243,5,165,21,191,6,87,8,107,4,31,3,37,3,3,0,9,49,1327,234,1612,0,108,13,125,0,153,18,176,0,76,10,86,0,65,13,82,7,293,44,351,8,258,41,301,8,187,33,226,10,169,27,201,3,58,11,78,8,21,3,38,5,4,5,12,54,1402,214,1666,0,199,29,224,0,303,43,343,6,144,21,165,5,136,29,175,16,551,94,660,11,472,79,574,15,384,66,471,17,331,51,397,12,144,20,184,9,48,8,69,8,10,5,18,104,2727,453,3282
SSC70232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,0,3,0,3,0,5,0,3,0,0,0,0,0,0,0,0,3,8,3,13
SSC70233,0,11,9,19,0,20,0,23,0,15,0,10,0,13,0,13,0,17,0,21,0,13,0,13,0,10,0,10,0,3,0,8,0,3,0,3,0,0,0,0,0,0,0,0,0,101,8,109,0,10,11,23,0,22,0,22,0,19,0,19,0,10,0,10,0,13,0,13,0,9,0,9,0,8,0,12,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,100,10,113,0,25,15,35,0,43,0,40,0,31,0,29,0,28,0,28,0,28,0,33,0,25,0,25,0,21,0,19,0,12,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,202,18,222
SSC70234,3,245,17,266,16,314,20,348,3,132,6,147,0,141,19,160,4,406,43,451,7,358,34,395,3,218,20,243,9,91,5,101,0,37,3,39,3,10,5,19,3,4,0,8,50,1948,171,2173,0,214,15,230,3,314,13,329,5,92,8,103,0,138,12,148,5,421,31,456,3,344,22,365,3,197,22,220,6,100,10,120,8,44,0,52,6,4,0,10,3,0,0,6,39,1866,143,2049,3,458,29,494,17,633,33,680,7,228,18,249,0,278,30,308,4,824,83,914,14,696,59,765,4,417,41,466,10,192,18,218,8,77,6,87,5,18,5,27,4,4,3,12,83,3822,312,4218
SSC70235,0,15,6,21,3,33,3,38,0,13,0,13,0,8,3,14,3,34,9,43,0,36,15,49,0,45,10,58,0,52,4,59,0,44,12,53,0,3,0,3,0,0,0,0,6,291,60,353,0,22,7,25,0,37,3,43,0,14,0,17,0,18,3,17,0,36,13,47,0,32,9,42,0,47,5,53,3,55,14,72,0,24,7,27,4,6,0,11,0,0,0,0,5,290,59,351,0,31,8,43,3,69,11,82,0,26,3,26,0,29,3,34,3,74,16,92,0,69,21,90,0,96,17,118,3,113,14,132,0,69,14,80,4,10,0,13,0,0,0,0,15,579,117,709
SSC70236,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,5,8,0,4,0,7,0,6,5,6,0,9,5,14,0,4,4,7,0,0,0,0,0,0,0,0,0,30,16,47,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,3,0,3,0,3,3,6,0,11,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,27,15,42,0,3,5,8,0,3,0,3,0,0,0,0,0,3,0,3,0,8,9,14,0,5,0,5,0,7,5,12,0,20,8,27,0,3,4,6,0,0,0,0,0,0,0,0,0,57,27,84
SSC70237,0,96,16,105,0,135,25,155,0,61,15,73,0,55,10,67,0,186,31,219,3,117,23,138,5,120,22,143,3,85,16,111,11,33,4,49,6,12,0,16,4,0,0,3,31,892,163,1088,0,48,11,63,0,113,10,123,3,45,10,60,0,55,14,71,0,170,30,209,3,146,23,170,3,122,21,153,5,103,18,131,4,39,10,49,0,6,0,7,3,0,0,5,30,859,150,1038,0,147,24,173,0,247,32,277,3,111,24,131,0,115,24,141,4,358,64,424,9,264,40,315,11,238,52,295,7,191,39,238,10,70,16,97,6,17,3,24,7,0,0,9,56,1748,315,2123
SSC70238,0,30,0,34,3,58,0,63,0,18,8,29,0,22,3,20,0,37,13,55,0,30,0,35,0,27,0,24,0,19,0,17,3,7,0,7,0,4,0,7,0,0,0,0,11,248,31,285,0,24,0,27,0,77,8,82,0,22,10,27,0,19,5,26,0,45,8,57,0,27,0,32,5,28,0,39,4,27,3,29,4,10,0,15,3,5,0,8,0,0,0,3,20,293,37,346,0,53,3,53,6,136,7,149,0,44,12,56,0,41,13,50,0,84,29,112,0,66,0,69,6,50,3,65,4,45,4,51,4,12,0,20,4,10,0,16,0,0,0,3,26,538,72,634
SSC70239,0,24,0,25,0,68,4,71,0,22,3,24,0,19,0,17,0,42,5,44,0,35,6,37,3,18,3,19,3,15,3,24,0,9,0,11,0,3,5,4,0,0,0,0,15,238,31,282,0,27,3,28,0,50,6,60,0,27,3,29,0,17,0,17,0,43,3,48,0,37,5,41,0,20,4,25,0,26,3,31,0,5,0,7,0,5,0,3,4,0,0,4,9,263,27,298,0,52,3,55,0,119,15,134,0,48,4,54,0,36,0,38,0,85,13,90,3,65,10,82,0,36,6,48,3,43,3,53,4,14,0,17,0,3,6,12,3,0,0,3,21,505,56,579
SSC70240,0,0,0,0,0,0,0,0,0,4,0,4,0,11,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,4,0,4,0,11,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,16,0,16
SSC70241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70242,0,12,3,9,0,24,0,27,0,3,0,3,0,0,0,3,3,19,5,22,0,12,0,14,0,22,0,21,0,15,3,15,0,10,5,10,0,3,3,4,0,0,0,0,3,106,19,127,0,6,0,12,0,15,0,19,0,3,0,3,0,3,0,3,0,14,4,23,0,14,0,16,0,14,3,18,0,0,0,8,0,5,0,5,0,0,0,5,0,0,0,0,0,85,14,98,0,19,3,17,0,36,0,40,0,6,0,6,0,3,0,3,3,38,9,47,0,29,0,29,0,36,3,40,0,15,3,17,0,8,3,17,0,3,4,9,0,0,0,0,4,187,31,232
SSC70243,0,3,0,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,6,6,9,6,0,4,6,0,0,0,0,0,0,0,0,6,19,14,33,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,3,3,6,10,0,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,21,13,34,0,0,0,8,0,6,3,12,0,3,0,4,0,3,0,3,0,4,0,3,0,0,3,3,3,5,7,16,0,9,4,20,6,3,5,8,0,0,0,0,0,0,0,0,3,37,27,68
SSC70244,0,20,0,20,0,39,0,41,0,20,0,23,0,16,0,14,0,24,4,28,0,32,0,28,4,23,0,30,0,14,0,18,0,7,0,4,0,0,0,0,0,0,0,0,10,191,10,212,0,16,5,21,0,35,3,35,0,25,0,21,0,10,3,12,0,29,6,40,0,47,7,52,0,28,0,28,0,20,0,20,0,5,3,4,3,3,0,6,0,0,0,0,8,218,30,249,0,35,5,40,0,70,8,74,0,41,3,46,0,29,5,30,0,53,13,68,0,75,7,85,3,56,0,59,0,40,0,41,3,10,0,13,3,3,4,4,0,0,0,0,14,408,44,466
SSC70245,0,83,11,98,0,164,13,183,0,62,11,74,0,154,31,182,3,502,84,593,0,305,47,351,0,239,47,291,12,198,32,237,8,85,16,109,9,26,3,35,4,3,0,11,39,1818,293,2149,0,100,18,113,0,155,18,174,0,60,8,65,0,146,19,166,3,504,81,592,0,272,44,321,3,213,25,243,3,174,33,216,9,58,10,79,12,17,3,26,6,4,0,13,39,1712,256,1998,0,179,28,208,3,317,34,350,0,126,14,139,0,300,43,349,7,1009,171,1182,0,580,87,670,3,456,70,527,17,367,71,455,18,143,23,186,17,43,3,62,6,10,3,21,73,3529,549,4149
SSC70246,0,0,0,4,0,3,0,3,0,0,0,0,0,4,0,5,0,0,0,3,0,3,0,3,0,3,0,3,0,5,0,5,0,3,0,3,0,0,0,0,0,0,0,0,0,22,6,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,18,0,0,5,3,0,3,0,3,0,3,0,4,0,7,0,7,0,7,5,10,0,3,0,3,0,3,0,10,0,6,0,6,0,5,0,4,0,0,0,0,0,0,0,0,0,29,15,46
SSC70247,0,3,0,3,0,18,0,22,0,14,0,14,0,14,0,14,0,17,0,13,0,10,0,10,0,8,0,10,0,9,0,9,0,4,0,12,0,0,0,0,0,0,0,0,0,102,4,110,0,20,0,20,0,14,0,14,0,3,0,5,0,15,3,20,0,18,3,20,0,3,0,3,0,4,0,4,0,7,0,7,0,9,0,10,0,0,0,0,0,0,0,0,0,98,5,103,0,22,0,22,0,31,0,36,0,18,0,17,0,26,4,30,0,35,4,39,0,16,0,20,0,13,0,17,0,16,0,16,0,18,0,22,0,0,0,0,0,0,0,0,3,198,11,210
SSC70248,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,4,0,16,6,20,0,8,3,16,0,12,0,12,0,3,0,4,0,3,0,5,0,0,0,0,0,0,0,0,0,47,13,57,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,12,0,6,0,5,0,3,0,3,0,0,0,0,0,6,0,5,0,16,6,24,0,11,3,17,0,12,0,12,0,5,0,8,0,3,0,5,0,0,0,0,0,0,0,0,0,57,13,73
SSC70249,0,3,0,3,0,0,0,0,0,0,0,0,0,3,7,11,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,3,0,3,0,0,0,0,0,0,0,0,0,3,6,9,0,0,0,5,0,3,0,3,0,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,9,33
SSC70250,0,8,0,8,0,6,0,6,0,3,0,3,0,0,0,0,0,5,8,16,0,5,0,5,0,4,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,30,12,44,0,3,0,3,0,12,3,10,0,0,0,0,0,3,0,3,0,3,6,12,0,8,0,9,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,8,48,0,11,0,11,0,20,3,22,0,0,0,3,0,7,0,4,0,10,12,24,0,10,0,12,0,4,3,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,68,24,89
SSC70251,0,124,15,138,9,192,35,230,3,78,12,91,0,86,29,115,4,193,43,248,7,156,42,207,16,173,31,222,17,145,31,192,8,80,14,98,4,22,3,26,0,0,0,0,64,1248,258,1575,0,90,15,107,0,152,17,167,3,71,11,87,0,104,15,119,0,224,37,263,0,165,21,188,12,171,31,215,8,138,19,168,15,50,11,68,11,13,6,28,8,0,0,8,56,1175,185,1420,3,207,34,246,6,343,47,400,4,154,19,180,0,186,41,233,3,417,83,504,7,323,65,394,30,346,63,443,26,282,55,359,21,127,22,166,16,38,9,56,7,0,0,7,122,2427,443,2991
SSC70252,0,8,0,14,0,21,0,20,0,7,0,7,0,10,0,10,0,21,0,21,0,8,0,8,0,8,0,8,0,7,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,97,4,102,0,10,3,12,0,24,0,24,0,9,0,9,0,14,0,14,0,17,0,17,0,5,0,5,0,6,0,6,0,7,0,7,0,3,0,3,0,0,0,0,0,0,0,0,0,94,5,99,0,17,4,21,0,43,0,43,0,21,0,21,0,26,0,26,0,36,0,40,0,18,0,18,0,15,0,15,0,13,0,13,0,4,0,4,0,0,0,0,0,0,0,0,0,190,4,197
SSC70253,0,49,11,64,0,58,16,79,0,26,4,26,0,45,7,53,3,183,41,222,4,112,23,133,7,106,24,130,0,50,12,67,3,27,4,32,0,11,3,12,0,0,0,4,18,673,141,831,0,58,4,67,0,65,12,78,0,17,0,18,0,51,15,60,0,214,52,264,3,104,20,129,5,92,14,108,4,77,21,106,4,22,6,35,0,9,0,14,0,0,0,3,24,720,147,885,0,110,15,128,0,130,23,152,0,43,3,46,0,97,23,118,3,396,90,486,10,216,38,264,12,197,41,246,9,135,34,170,6,50,10,69,0,19,3,21,0,3,3,8,41,1386,285,1709
SSC70254,0,16,3,19,0,18,3,23,0,23,3,28,0,23,5,29,0,81,4,82,0,58,4,61,0,52,3,51,0,31,5,39,4,21,6,23,3,5,0,9,0,0,0,0,5,326,38,365,0,11,0,15,0,28,7,37,0,12,0,12,0,23,0,27,0,83,7,87,0,54,5,63,0,38,3,40,0,47,6,48,3,19,0,22,0,0,3,5,4,0,0,4,8,322,31,359,0,32,8,35,0,48,7,55,0,36,3,42,0,53,4,55,0,159,10,170,0,113,8,125,0,88,4,98,0,77,8,90,5,35,7,46,0,11,3,11,4,0,0,4,15,644,70,728
SSC70255,0,7,3,13,0,34,8,45,0,19,3,26,0,15,3,15,0,31,8,37,0,48,12,56,3,46,9,51,0,29,4,36,3,23,3,28,3,7,0,6,3,0,0,4,14,259,45,318,0,14,3,18,0,24,4,27,0,13,0,13,0,7,0,14,0,35,6,47,0,37,10,48,4,44,10,50,5,23,4,36,3,18,4,22,3,4,0,5,0,0,0,3,22,222,44,282,0,24,5,30,0,55,13,74,0,29,3,33,0,20,3,23,0,70,12,81,0,84,19,108,3,87,15,100,12,56,11,75,3,39,3,50,7,12,0,18,3,0,0,3,33,481,87,602
SSC70256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,4,0,4,0,7,0,10,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,26,0,3,0,3,0,3,0,5,0,3,0,3,0,0,0,0,0,3,0,3,0,4,0,5,0,9,0,7,0,7,0,10,0,0,0,0,0,0,0,3,0,0,0,0,3,36,8,44,0,3,0,3,0,3,0,4,0,3,0,3,0,0,0,0,0,9,0,9,0,8,0,10,0,10,3,16,0,15,0,16,0,0,0,0,0,0,0,3,0,0,0,0,3,55,6,70
SSC70257,0,5,0,6,0,12,0,16,0,8,4,15,0,12,5,17,0,12,0,8,0,10,4,12,0,22,3,25,0,16,4,18,0,13,0,10,0,3,0,4,0,0,0,0,0,111,18,135,0,7,3,10,0,14,0,14,0,7,0,11,0,5,0,8,0,16,3,20,0,5,0,6,0,16,3,19,0,16,7,18,0,3,0,7,0,4,0,4,0,0,0,0,0,91,21,112,0,17,7,21,0,28,4,34,0,17,3,25,0,18,3,19,0,26,6,30,0,20,3,21,0,35,7,42,0,25,7,38,0,14,0,17,0,4,0,12,0,0,0,0,3,203,44,249
SSC70258,0,51,7,51,0,60,3,68,0,16,3,18,0,45,10,61,0,137,26,162,0,63,5,69,0,49,8,57,0,11,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,431,68,498,3,58,0,62,3,47,5,53,0,12,3,18,0,24,3,27,0,118,8,124,0,45,4,44,0,27,6,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,328,27,358,0,102,5,109,3,111,5,115,0,33,4,33,0,66,15,83,0,250,41,293,0,106,8,113,0,71,9,90,0,11,0,14,0,0,0,0,0,0,0,0,0,0,0,0,7,757,92,857
SSC70259,0,3,0,3,0,5,0,5,0,3,0,3,0,3,0,3,0,0,0,0,0,3,0,3,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,24,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,5,0,5,0,3,0,3,0,3,0,3,0,0,0,0,0,3,0,3,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,31
SSC70260,0,6,0,6,0,15,0,15,0,7,0,14,0,3,0,3,0,19,6,25,0,15,3,19,0,8,3,14,0,3,3,5,0,3,0,3,0,0,0,0,0,0,0,0,3,88,18,109,0,4,0,4,0,19,0,15,0,8,0,8,0,13,0,11,0,16,6,27,0,12,3,8,0,11,3,15,0,8,0,9,3,4,0,6,0,0,0,0,0,0,0,0,9,97,19,115,0,10,0,10,0,33,0,33,0,17,0,20,0,13,0,16,0,33,19,55,0,25,3,31,3,24,3,30,0,13,0,15,3,9,0,16,0,0,0,0,0,0,0,0,5,184,34,227
SSC70261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70262,0,88,22,105,3,141,11,159,4,59,3,68,0,39,13,52,9,171,22,207,7,165,24,191,6,108,16,131,14,114,20,145,19,68,10,102,29,30,5,63,19,5,4,30,112,998,150,1261,0,77,16,95,0,132,18,149,3,49,4,53,0,55,7,65,3,180,12,198,3,191,16,210,4,148,22,172,10,95,13,115,23,81,14,112,26,38,7,66,29,12,7,50,107,1069,128,1298,4,162,37,200,3,272,31,311,3,108,9,120,0,102,16,117,17,352,37,405,7,362,39,409,13,258,31,305,26,210,29,265,44,155,21,216,51,69,17,131,51,18,15,84,216,2063,277,2562
SSC70263,0,3,0,3,0,9,0,9,0,0,0,0,0,0,0,0,0,16,3,16,0,6,0,6,0,7,0,6,0,11,0,12,0,3,0,3,0,0,0,0,0,0,0,0,5,53,8,62,0,7,0,7,0,6,0,5,0,0,0,0,0,0,0,0,0,17,0,17,0,12,0,10,0,4,0,4,3,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,52,3,56,0,8,0,8,0,18,0,20,0,0,0,0,0,0,0,0,0,26,3,31,0,21,0,19,0,12,0,13,6,17,0,19,0,4,0,4,0,0,0,3,0,0,0,0,7,110,10,123
SSC70264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC70265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,14
