SSC_CODE_2016,M_15_19_yr_Volunteer,M_15_19_yr_N_a_volunteer,M_15_19_yr_Voluntary_work_ns,M_15_19_yr_Tot,M_20_24_yr_Volunteer,M_20_24_yr_N_a_volunteer,M_20_24_yr_Voluntary_work_ns,M_20_24_yr_Tot,M_25_34_yr_Volunteer,M_25_34_yr_N_a_volunteer,M_25_34_yr_Voluntary_work_ns,M_25_34_yr_Tot,M_35_44_yr_Volunteer,M_35_44_yr_N_a_volunteer,M_35_44_yr_Voluntary_work_ns,M_35_44_yr_Tot,M_45_54_yr_Volunteer,M_45_54_yr_N_a_volunteer,M_45_54_yr_Voluntary_work_ns,M_45_54_yr_Tot,M_55_64_yr_Volunteer,M_55_64_yr_N_a_volunteer,M_55_64_yr_Voluntary_work_ns,M_55_64_yr_Tot,M_65_74_yr_Volunteer,M_65_74_yr_N_a_volunteer,M_65_74_yr_Voluntary_work_ns,M_65_74_yr_Tot,M_75_84_yr_Volunteer,M_75_84_yr_N_a_volunteer,M_75_84_yr_Voluntary_work_ns,M_75_84_yr_Tot,M_85ov_Volunteer,M_85ov_N_a_volunteer,M_85_ov_Voluntary_work_ns,M_85ov_Tot,M_Tot_Volunteer,M_Tot_N_a_volunteer,M_Tot_Voluntary_work_ns,M_Tot_Tot,F_15_19_yr_Volunteer,F_15_19_yr_N_a_volunteer,F_15_19_yr_Voluntary_work_ns,F_15_19_yr_Tot,F_20_24_yr_Volunteer,F_20_24_yr_N_a_volunteer,F_20_24_yr_Voluntary_work_ns,F_20_24_yr_Tot,F_25_34_yr_Volunteer,F_25_34_yr_N_a_volunteer,F_25_34_yr_Voluntary_work_ns,F_25_34_yr_Tot,F_35_44_yr_Volunteer,F_35_44_yr_N_a_volunteer,F_35_44_yr_Voluntary_work_ns,F_35_44_yr_Tot,F_45_54_yr_Volunteer,F_45_54_yr_N_a_volunteer,F_45_54_yr_Voluntary_work_ns,F_45_54_yr_Tot,F_55_64_yr_Volunteer,F_55_64_yr_N_a_volunteer,F_55_64_yr_Voluntary_work_ns,F_55_64_yr_Tot,F_65_74_yr_Volunteer,F_65_74_yr_N_a_volunteer,F_65_74_yr_Voluntary_work_ns,F_65_74_yr_Tot,F_75_84_yr_Volunteer,F_75_84_yr_N_a_volunteer,F_75_84_yr_Voluntary_work_ns,F_75_84_yr_Tot,F_85ov_Volunteer,F_85ov_N_a_volunteer,F_85_ov_Voluntary_work_ns,F_85ov_Tot,F_Tot_Volunteer,F_Tot_N_a_volunteer,F_Tot_Voluntary_work_ns,F_Tot_Tot,P_15_19_yr_Volunteer,P_15_19_yr_N_a_volunteer,P_15_19_yr_Voluntary_work_ns,P_15_19_yr_Tot,P_20_24_yr_Volunteer,P_20_24_yr_N_a_volunteer,P_20_24_yr_Voluntary_work_ns,P_20_24_yr_Tot,P_25_34_yr_Volunteer,P_25_34_yr_N_a_volunteer,P_25_34_yr_Voluntary_work_ns,P_25_34_yr_Tot,P_35_44_yr_Volunteer,P_35_44_yr_N_a_volunteer,P_35_44_yr_Voluntary_work_ns,P_35_44_yr_Tot,P_45_54_yr_Volunteer,P_45_54_yr_N_a_volunteer,P_45_54_yr_Voluntary_work_ns,P_45_54_yr_Tot,P_55_64_yr_Volunteer,P_55_64_yr_N_a_volunteer,P_55_64_yr_Voluntary_work_ns,P_55_64_yr_Tot,P_65_74_yr_Volunteer,P_65_74_yr_N_a_volunteer,P_65_74_yr_Voluntary_work_ns,P_65_74_yr_Tot,P_75_84_yr_Volunteer,P_75_84_yr_N_a_volunteer,P_75_84_yr_Voluntary_work_ns,P_75_84_yr_Tot,P_85ov_Volunteer,P_85ov_N_a_volunteer,P_85_ov_Voluntary_work_ns,P_85ov_Tot,P_Tot_Volunteer,P_Tot_N_a_volunteer,P_Tot_Voluntary_work_ns,P_Tot_Tot
SSC70282,0,8,0,6,0,4,0,9,3,8,4,16,0,10,4,17,0,7,0,11,0,3,0,3,0,3,0,4,0,0,0,3,0,0,0,0,3,43,13,62,0,4,0,4,0,8,4,11,0,4,0,4,0,12,8,19,0,7,0,5,0,5,3,12,0,3,0,4,0,0,0,0,0,0,0,0,7,41,15,58,0,7,0,12,0,18,3,21,0,12,4,16,0,21,10,30,0,19,0,16,0,10,3,12,0,3,3,6,0,0,0,3,0,0,0,0,11,80,28,120
SSC70283,0,0,4,3,0,0,0,0,3,0,0,3,0,0,0,0,0,6,0,4,0,3,0,5,0,5,0,3,0,0,0,0,0,0,0,0,6,15,4,26,0,3,0,3,0,0,0,0,3,7,0,10,0,3,0,3,0,3,0,3,0,4,3,6,0,0,0,3,0,0,0,0,0,0,0,0,9,20,3,24,0,3,4,5,0,0,0,0,3,7,0,11,0,3,0,3,0,7,0,10,3,6,3,9,0,4,0,9,0,3,0,3,0,0,0,0,11,35,12,54
SSC70284,0,20,3,23,5,23,4,37,4,44,13,62,4,31,5,42,3,22,6,25,0,9,3,12,0,7,0,13,0,0,0,0,0,3,0,3,17,161,34,211,4,24,4,34,3,21,5,29,9,53,9,68,4,27,7,41,3,21,4,25,3,8,0,13,0,7,0,11,0,5,0,7,0,0,0,0,27,163,38,234,3,43,8,58,6,43,17,64,11,97,21,130,9,54,14,81,11,39,9,57,4,18,3,27,3,16,4,20,0,10,0,6,0,6,0,6,42,324,76,440
SSC70285,0,3,0,3,0,5,0,5,0,5,0,8,0,5,0,8,3,14,8,27,11,19,8,29,6,3,4,13,0,0,0,4,0,0,0,0,25,58,19,102,3,3,0,5,3,0,0,3,8,8,0,14,0,6,3,11,7,16,6,33,6,15,3,24,5,3,0,10,0,0,0,0,0,3,0,3,33,52,22,111,3,6,0,7,3,5,0,4,3,17,0,21,3,14,9,24,15,34,14,59,15,30,14,56,13,4,3,30,4,0,0,8,0,3,0,3,59,115,41,209
SSC70286,0,0,0,0,0,3,0,3,0,34,38,72,3,33,43,80,3,26,42,67,0,8,31,37,0,0,0,0,0,0,0,0,0,0,0,0,7,98,153,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,3,0,3,0,34,36,76,3,33,43,80,3,26,42,70,0,8,31,41,0,0,0,0,0,0,0,0,0,0,0,0,7,100,160,268
SSC70287,0,8,3,16,3,15,0,12,3,17,3,21,0,15,0,15,0,13,0,12,0,6,0,8,0,0,0,3,0,0,0,0,0,0,0,0,7,78,11,94,0,11,3,15,0,15,0,15,0,18,0,23,0,20,0,19,4,15,3,21,3,11,0,14,0,4,0,3,0,0,0,3,0,0,0,0,8,101,12,116,0,23,4,26,3,26,3,30,3,38,6,42,0,37,0,35,3,28,4,35,4,23,0,24,3,7,0,6,0,0,0,3,0,0,0,0,15,176,19,210
SSC70288,0,3,0,3,0,3,0,3,0,9,0,9,0,11,0,11,0,3,0,3,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,35,0,7,0,7,0,4,0,4,0,8,0,8,0,7,0,12,0,7,0,7,0,4,0,4,0,3,0,3,0,3,0,3,0,0,0,0,0,39,0,43,0,10,0,10,0,4,0,4,0,12,0,12,0,16,0,21,0,10,0,10,0,11,0,11,0,3,0,3,0,3,0,3,0,0,0,0,0,77,0,74
SSC70289,0,10,0,10,0,5,0,5,0,6,0,8,0,5,0,5,3,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,41,4,46,0,5,0,5,0,0,0,0,0,5,0,10,3,0,0,5,0,3,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,23,4,36,0,19,0,18,0,10,0,10,0,17,3,21,5,11,0,14,6,10,0,13,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,62,3,76
SSC70290,0,0,0,0,0,7,0,7,0,12,3,15,3,18,8,32,7,25,3,28,0,31,6,40,3,13,4,25,0,0,0,0,0,0,0,0,17,104,19,143,0,0,0,0,0,0,0,0,0,11,0,11,0,3,3,6,3,11,0,12,6,18,3,24,0,3,0,7,0,0,0,0,0,0,0,0,8,40,8,59,0,0,0,0,0,6,0,6,0,20,7,27,4,21,9,32,4,34,4,39,6,48,9,58,3,18,4,25,0,0,0,0,0,0,0,0,26,148,28,199
SSC70291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70292,19,86,16,117,13,88,10,115,28,192,23,248,34,188,31,248,49,164,25,238,18,107,22,147,4,60,9,69,0,15,7,24,0,3,0,3,155,910,144,1214,25,78,20,125,11,80,19,112,36,210,39,281,64,174,33,267,43,171,25,243,26,105,13,144,4,50,8,64,3,17,3,22,0,3,0,3,212,892,156,1260,43,163,32,239,20,174,31,225,68,403,61,527,94,359,62,518,90,341,50,479,38,216,40,292,11,107,14,131,3,30,8,45,0,6,0,6,366,1801,303,2475
SSC70293,7,16,0,20,4,27,8,42,22,126,21,167,23,63,13,96,11,31,7,50,5,27,3,36,8,5,0,13,0,3,0,5,0,0,0,0,79,301,48,433,0,6,0,10,3,31,3,36,25,104,20,149,20,51,7,74,14,24,0,40,8,25,3,32,5,10,0,14,0,5,0,6,0,3,0,3,81,252,31,362,10,22,3,37,14,58,9,80,45,235,35,316,41,118,19,175,31,52,9,92,15,46,3,71,12,13,0,29,3,4,0,9,0,5,0,5,160,560,84,798
SSC70294,12,74,10,93,7,46,5,58,25,110,16,147,41,140,23,197,32,130,23,185,19,98,12,127,17,59,10,81,0,17,0,23,0,0,0,0,148,667,103,922,15,44,9,69,16,34,3,49,35,122,18,176,45,145,20,212,43,127,8,177,26,88,13,126,16,54,8,77,3,16,0,21,0,3,0,6,200,631,89,921,27,111,22,162,24,79,7,112,59,233,36,327,89,281,39,408,75,254,32,358,43,184,24,257,33,112,17,163,3,35,3,43,0,10,0,9,350,1300,187,1843
SSC70295,0,57,10,60,7,62,3,72,12,121,7,139,7,96,6,113,8,98,3,102,9,51,3,58,3,21,3,29,0,6,0,4,0,0,0,0,34,512,37,581,0,53,11,65,4,61,3,65,10,120,9,139,9,95,8,110,10,103,4,111,12,53,3,66,3,25,0,26,0,3,0,6,0,0,0,4,43,516,38,593,0,104,14,125,8,128,6,138,20,240,17,275,11,196,11,218,16,201,8,221,14,105,6,129,6,46,3,50,0,10,4,14,0,0,0,4,83,1021,67,1173
SSC70296,0,0,0,0,0,4,3,9,0,19,0,17,0,11,0,10,0,8,0,5,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,4,44,6,49,0,3,0,3,0,4,4,9,0,20,0,20,0,11,0,15,0,11,0,11,0,3,0,4,0,5,0,4,0,0,0,0,0,0,0,0,0,57,4,66,0,8,0,8,0,11,3,13,0,38,0,38,3,20,3,22,0,16,0,15,0,3,0,4,3,5,0,11,0,0,0,0,0,0,0,0,5,95,11,117
SSC70297,0,4,9,10,0,8,3,12,0,17,11,29,0,6,5,14,3,11,5,17,3,3,0,7,0,5,0,3,0,3,0,3,0,0,0,0,6,57,31,97,0,5,7,9,3,11,0,19,4,20,9,31,0,9,6,15,3,12,3,19,0,3,0,13,0,7,3,8,0,0,3,3,0,0,0,0,16,63,34,115,0,10,14,27,3,20,4,30,7,36,21,60,4,14,9,29,8,15,9,35,3,13,0,18,0,11,5,13,0,3,3,7,0,0,0,0,25,121,59,209
SSC70298,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,3,0,0,5,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,10,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,3,0,11,0,0,0,0,0,0,3,3,0,4,0,4,0,4,0,4,0,0,5,4,0,5,0,5,0,0,0,9,0,3,0,6,0,0,0,0,0,20,11,32
SSC70299,8,35,0,46,10,18,0,26,23,59,10,88,18,31,0,47,13,20,0,34,7,14,0,17,3,6,3,13,0,4,0,4,0,0,0,0,74,185,15,276,9,22,0,28,7,36,0,45,22,48,3,77,13,47,3,64,16,32,0,45,9,26,3,29,4,11,0,14,0,0,0,0,0,0,0,0,75,222,10,306,16,59,0,77,11,53,4,70,44,109,9,161,31,79,3,113,23,46,3,78,8,38,4,50,3,14,3,28,0,4,0,4,0,0,0,0,147,406,29,581
SSC70300,0,8,0,6,0,12,0,9,0,18,0,23,0,12,0,12,0,6,0,6,4,0,0,5,0,7,0,8,0,6,0,6,0,0,0,0,10,61,6,80,0,8,0,3,3,13,0,12,0,21,0,21,0,10,5,16,3,5,3,9,0,8,0,8,0,3,0,9,0,0,0,0,0,0,0,0,8,68,8,83,0,11,3,11,4,22,0,27,0,40,0,41,3,20,4,25,3,15,3,19,4,8,3,11,3,8,0,14,0,6,0,6,0,3,0,3,10,134,16,159
SSC70301,0,21,4,27,3,25,0,31,3,38,3,46,4,53,8,60,6,28,13,46,5,18,3,25,0,3,0,4,0,0,0,0,0,0,0,0,20,185,33,239,0,23,0,23,3,32,0,35,9,52,13,74,3,58,17,79,4,34,11,45,7,20,3,32,0,4,0,11,0,3,0,3,0,0,0,0,28,222,42,301,0,42,4,45,4,61,3,64,18,88,18,123,7,108,20,139,12,65,21,97,9,39,4,59,4,8,0,14,0,4,0,4,0,3,0,3,49,412,76,542
SSC70302,0,11,0,11,6,70,21,99,26,130,40,188,11,61,23,97,14,41,19,67,9,52,14,71,3,11,0,10,0,0,0,0,0,0,0,0,73,365,122,555,3,18,4,27,6,60,15,79,31,111,32,172,13,36,11,62,17,38,9,68,7,24,6,43,3,0,5,11,0,3,0,3,0,0,0,0,74,301,86,464,6,26,3,36,14,128,38,179,53,240,75,368,23,94,38,163,24,81,30,137,18,79,22,116,3,13,3,21,0,4,0,3,0,0,0,3,143,662,214,1015
SSC70303,3,20,3,24,7,43,8,58,24,142,20,184,16,77,6,100,10,23,0,34,10,16,6,22,0,3,0,3,0,0,0,0,0,0,0,0,70,320,40,433,7,19,0,24,12,45,11,67,33,132,8,167,16,58,3,77,7,33,3,46,3,8,3,11,0,3,0,3,0,0,0,0,0,0,0,0,70,301,27,402,8,39,3,51,22,92,22,131,58,271,27,354,32,133,7,174,15,63,6,81,10,20,6,38,0,7,0,3,0,0,0,0,0,0,0,0,140,619,71,834
SSC79494,7,5,4,16,15,48,37,98,23,96,100,219,21,97,92,215,12,134,112,257,22,146,60,229,19,114,37,174,0,16,11,20,0,0,0,0,132,664,448,1240,5,7,0,17,12,41,39,85,30,113,95,239,20,78,75,180,23,97,82,203,30,135,54,212,15,68,23,105,0,7,5,10,0,0,0,0,139,538,369,1043,16,14,8,32,26,86,74,183,60,213,188,457,45,176,170,396,34,231,196,461,45,277,112,438,36,181,60,278,0,25,13,38,0,0,0,0,268,1196,811,2281
SSC79797,0,0,0,0,0,4,0,4,6,15,5,23,0,12,6,16,0,9,4,11,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,38,13,61,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,9,0,0,0,0,0,4,0,3,6,16,3,30,0,12,6,19,0,10,4,9,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,7,40,20,72
